2000	 818216	 468192
2001	 708162	 451679
2002	 702994	 442052
2003	 793824	 425233
2004	 846649	 446603
2005	 853590	 408560
2006	 910989	 399709
2007	 951134	 398194
2008	 949085	 373975
2009	 828263	 352078
2010	 794757	 336834
2011	 720020	 315139
2012	 518033	 276503
2013	 610110	 265985
2014	 560217	 250347
2015	 514115	 234102
2016	 420471	 192880
2017	 352474	 189194
2018	 324702	 171179
2019	 289670	 151562
